muyang,warsaw,warsaw,sorrow,500.0154801143686,0.984,23,22,75.875,72.5781
muyang,menace,swears,menace,599.7525692316812,1.346,23,22,75.875,72.5781
muyang,connor,connor,ransom,99.7187403129923,0.82,24,22,79.1719,72.5781
muyang,romero,romero,canvas,199.99461670057522,0.676,24,22,79.1719,72.5781
muyang,remove,remove,oeuvre,299.730599298787,1.006,24,22,79.1719,72.5781
muyang,warner,warner,common,400.083791600722,0.982,24,22,79.1719,72.5781
muyang,ransom,ransom,answer,499.8617214974657,2.427,24,22,79.1719,72.5781
muyang,season,assume,season,600.2651184708387,1.063,24,22,79.1719,72.5781
muyang,unesco,unesco,veneer,100.03448366299752,0.701,25,22,82.4844,72.5781
muyang,summon,summon,monaco,199.95747974487605,0.758,25,22,82.4844,72.5781
muyang,mousse,assume,mousse,300.00343410821563,1.302,25,22,82.4844,72.5781
ea,warren,warren,encore,399.9677980944498,30.476,22,20,72.5781,65.9844
muyang,suarez,suarez,nuance,400.0080643231115,0.808,25,22,82.4844,72.5781
muyang,encore,encore,marcus,499.9637611980717,0.957,25,22,82.4844,72.5781
ea,connor,creams,connor,500.12197724127515,1.613,22,20,72.5781,65.9844
muyang,moscow,moscow,cannes,599.9775946436021,0.849,25,22,82.4844,72.5781
ea,marcos,marcos,reeves,599.8362595191479,1.693,22,20,72.5781,65.9844
ea,marcos,marcos,reeves,599.8362595191479,1.693,22,20,72.5781,65.9844
ea,marcos,marcos,reeves,599.8362595191479,1.693,22,20,72.5781,65.9844
ea,marcos,marcos,reeves,599.8362595191479,12.901,22,20,72.5781,65.9844
ea,marcos,marcos,reeves,599.8362595191479,12.901,22,20,72.5781,65.9844
ea,marcos,marcos,reeves,599.8362595191479,12.901,22,20,72.5781,65.9844
ea,marcos,marcos,reeves,599.8362595191479,12.901,22,20,72.5781,65.9844
ea2,rancor,mousse,rancor,100.02082941968887,1.27,21,20,69.2813,65.9844
ea2,assess,common,assess,199.86379193941687,1.124,21,20,69.2813,65.9844
ea2,marcos,sauces,marcos,299.991690551926,1.707,21,20,69.2813,65.9844
ea2,assume,assume,arcane,399.96119378960066,1.417,21,20,69.2813,65.9844
ea2,weaver,warren,weaver,499.905243730252,2.09,21,20,69.2813,65.9844
ea2,norman,answer,norman,600.280006291566,1.342,21,20,69.2813,65.9844
ea2,scream,scream,norman,99.73350999299339,1.013,22,20,72.5781,65.9844
ea2,maroon,maroon,errors,200.06731259684196,5.505,22,20,72.5781,65.9844
ea2,creams,severe,creams,299.72069186814997,2.541,22,20,72.5781,65.9844
ea2,manure,cocoon,manure,399.8208022183469,1.764,22,20,72.5781,65.9844
ea2,sermon,sermon,season,499.91363552129934,1.306,22,20,72.5781,65.9844
ea2,oscars,werner,oscars,600.1009959979424,1.656,22,20,72.5781,65.9844
ea2,secure,secure,rescue,99.95245940590962,1.051,23,20,75.875,65.9844
ea2,nascar,nascar,weaver,200.00281522341135,1.222,23,20,75.875,65.9844
ea2,norman,norman,monroe,300.0057107071297,1.091,23,20,75.875,65.9844
ea2,mercer,monroe,mercer,400.01115679101997,1.56,23,20,75.875,65.9844
ea2,scenes,scenes,uneven,499.9734970744849,1.432,23,20,75.875,65.9844
ea2,sensor,ensure,sensor,600.0106969000554,1.672,23,20,75.875,65.9844
ea2,carmen,carmen,answer,99.66860445375963,1.926,22,21,72.5781,69.2813
ea2,nurses,nurses,assume,199.60242112399348,1.041,22,21,72.5781,69.2813
ea2,nearer,nearer,cosmos,300.0154663695857,1.216,22,21,72.5781,69.2813
ea2,curses,curses,causes,400.12875295054715,1.369,22,21,72.5781,69.2813
ea2,rumors,arrows,rumors,499.9806110970304,1.387,22,21,72.5781,69.2813
ea2,cocoon,cocoon,renown,600.4266475080532,1.371,22,21,72.5781,69.2813
ea2,veneer,veneer,weaves,99.80881833947588,1.047,23,21,75.875,69.2813
ea2,scorer,scorer,murmur,199.91173387253318,1.204,23,21,75.875,69.2813
ea2,assume,assume,scenes,299.87338495692234,1.116,23,21,75.875,69.2813
ea2,unesco,unesco,reeves,399.8084649373028,1.28,23,21,75.875,69.2813
ea2,marcus,marcus,romans,499.9740170246075,1.145,23,21,75.875,69.2813
ea2,senses,senses,mercer,599.908564376041,1.359,23,21,75.875,69.2813
ea2,renown,renown,avenue,99.98098375036123,0.961,24,21,79.1719,69.2813
ea2,screen,screen,comers,199.9946228939418,1.089,24,21,79.1719,69.2813
ea2,morrow,morrow,warmer,300.0202502760272,0.987,24,21,79.1719,69.2813
ea2,curses,curses,unesco,399.969419988191,1.102,24,21,79.1719,69.2813
ea2,warner,warner,unease,499.9482766675869,0.968,24,21,79.1719,69.2813
ea2,owners,owners,rescue,600.0246466601934,1.372,24,21,79.1719,69.2813
ea2,accuse,owners,accuse,100.12303571707409,1.695,23,22,75.875,72.5781
ea2,nerves,nerves,severe,200.0046141492803,1.1,23,22,75.875,72.5781
ea2,comers,comers,scares,300.2859636549842,1.157,23,22,75.875,72.5781
ea2,serene,serene,cosmos,400.0259675606104,6.789,23,22,75.875,72.5781
ea2,scorer,scorer,suarez,500.3330207425875,1.33,23,22,75.875,72.5781
ea2,canvas,canvas,soccer,599.7228525799251,1.249,23,22,75.875,72.5781
ea2,narrow,narrow,across,100.21338245568799,0.912,24,22,79.1719,72.5781
ea2,owners,owners,marrow,199.46710241543593,0.912,24,22,79.1719,72.5781
ea2,comers,comers,server,299.3538639530313,0.954,24,22,79.1719,72.5781
ea2,scarce,scarce,curses,399.67893311958545,1.038,24,22,79.1719,72.5781
ea2,curses,curses,sensor,500.6355413803638,1.258,24,22,79.1719,72.5781
ea2,marcos,worsen,marcos,600.4674454866058,1.221,24,22,79.1719,72.5781
ea2,marrow,marrow,access,100.04028154559786,0.869,25,22,82.4844,72.5781
ea2,curses,curses,causes,200.041134580172,1.259,25,22,82.4844,72.5781
ea2,career,sesame,career,300.02555263297575,1.221,25,22,82.4844,72.5781
ea2,mcewen,mcewen,season,399.9881451054799,1.513,25,22,82.4844,72.5781
ea2,verses,verses,encore,499.9828455410471,1.273,25,22,82.4844,72.5781
ea2,romano,romano,curses,600.0438036259707,1.2,25,22,82.4844,72.5781
muyang2,movers,movers,rescue,100.3103016005959,1.504,21,20,69.2813,65.9844
muyang2,moscow,moscow,warren,200.15126658405765,0.895,21,20,69.2813,65.9844
muyang2,weaves,weaves,oscars,300.1127325109725,0.94,21,20,69.2813,65.9844
muyang2,eraser,eraser,verses,400.1379790494806,1.071,21,20,69.2813,65.9844
muyang2,suarez,oscars,suarez,499.89113204697134,1.154,21,20,69.2813,65.9844
muyang2,warner,errors,warner,599.7094814101262,1.031,21,20,69.2813,65.9844
muyang2,screws,screws,sensor,99.72121228466135,0.885,22,20,72.5781,65.9844
muyang2,creams,creams,warsaw,200.22734220461123,0.794,22,20,72.5781,65.9844
muyang2,versus,versus,camera,299.98269139155764,1.037,22,20,72.5781,65.9844
muyang2,excuse,excuse,curses,399.90572793012416,1.474,22,20,72.5781,65.9844
muyang2,ceases,ceases,amazes,499.90547788529244,1.17,22,20,72.5781,65.9844
muyang2,morrow,morrow,errors,599.937345131575,0.971,22,20,72.5781,65.9844
muyang2,morrow,morrow,rancor,100.02217461188292,0.834,23,20,75.875,65.9844
muyang2,monaco,monaco,arenas,200.02397572413668,0.804,23,20,75.875,65.9844
muyang2,morrow,morrow,sauces,299.95482926215743,0.873,23,20,75.875,65.9844
muyang2,mormon,mormon,nearer,399.96804399112943,0.959,23,20,75.875,65.9844
muyang2,reruns,reruns,severe,499.9704724746153,0.947,23,20,75.875,65.9844
muyang2,access,access,weaver,599.975298048253,0.97,23,20,75.875,65.9844
muyang2,scream,scream,assume,99.91730351926039,0.91,22,21,72.5781,69.2813
muyang2,manure,manure,career,199.58632448582244,0.823,22,21,72.5781,69.2813
muyang2,weaver,concur,weaver,299.6462290304352,1.391,22,21,72.5781,69.2813
muyang2,eraser,eraser,canvas,400.47745369266414,0.91,22,21,72.5781,69.2813
muyang2,renown,renown,menace,499.43244521612735,2.989,22,21,72.5781,69.2813
muyang2,crease,crease,excuse,599.8774188536855,1.064,22,21,72.5781,69.2813
muyang2,accuse,accuse,across,100.04943684160602,0.874,23,21,75.875,69.2813
muyang2,crowns,crowns,occurs,199.75901051397537,0.908,23,21,75.875,69.2813
muyang2,creams,creams,errors,300.24126005318203,0.872,23,21,75.875,69.2813
muyang2,secure,secure,wearer,399.88828404233413,4.872,23,21,75.875,69.2813
muyang2,romero,romero,mormon,500.2956069092777,0.761,23,21,75.875,69.2813
muyang2,vernon,eraser,vernon,600.1225869777961,1.171,23,21,75.875,69.2813
muyang2,remove,remove,sewers,100.04240610106295,0.802,24,21,79.1719,69.2813
muyang2,cosmos,cosmos,vernon,199.96126971813825,1.222,24,21,79.1719,69.2813
muyang2,reruns,reruns,ransom,299.9751080628024,0.892,24,21,79.1719,69.2813
muyang2,owners,owners,vacuum,399.96591420231056,1.142,24,21,79.1719,69.2813
muyang2,common,common,rescue,500.04271048390467,1.095,24,21,79.1719,69.2813
muyang2,unsure,unsure,rumors,599.9519014088463,1.007,24,21,79.1719,69.2813
muyang2,mcewen,mcewen,rancor,100.20150197877524,0.755,23,22,75.875,72.5781
muyang2,scarce,weaver,scarce,199.74455197276964,1.132,23,22,75.875,72.5781
muyang2,season,scenes,season,299.7492457224913,0.954,23,22,75.875,72.5781
muyang2,venues,venues,morrow,399.79774416947686,0.95,23,22,75.875,72.5781
muyang2,marrow,marrow,eraser,499.9875145031149,1.819,23,22,75.875,72.5781
muyang2,warren,warren,unsure,599.7471170119974,0.969,23,22,75.875,72.5781
muyang2,reeves,reeves,mormon,100.6840581085704,0.701,24,22,79.1719,72.5781
muyang2,common,common,census,199.58879982306127,0.965,24,22,79.1719,72.5781
muyang2,owners,owners,wearer,300.0286875603898,0.979,24,22,79.1719,72.5781
muyang2,scorer,scorer,uneven,400.2757232168971,0.822,24,22,79.1719,72.5781
muyang2,access,access,marrow,500.0839449156611,0.959,24,22,79.1719,72.5781
muyang2,monaco,monaco,access,599.6759699961387,0.969,24,22,79.1719,72.5781
muyang2,acumen,acumen,marrow,100.04136826394627,0.819,25,22,82.4844,72.5781
muyang2,maroon,maroon,corner,199.98574694743246,0.835,25,22,82.4844,72.5781
muyang2,cancer,cancer,venues,299.97457919684206,1.154,25,22,82.4844,72.5781
muyang2,ensure,ensure,server,400.00464856839164,0.88,25,22,82.4844,72.5781
muyang2,sonoma,sonoma,amazes,499.9640764864237,0.922,25,22,82.4844,72.5781
muyang2,caucus,caucus,cosmos,600.023752306792,1.544,25,22,82.4844,72.5781
